errorCode	errorNum         errorMsg
2266	ORA-02838     Unable to arm signal handler for the alarm signal
2267	ORA-02839     Sync of blocks to disk failed.
2268	ORA-02840     Open of log file by client failed
2269	ORA-02841     Server died on start up
2270	ORA-02842     Client unable to fork a server
2271	ORA-02843     Invalid value for kernel flag
2272	ORA-02844     Invalid value for the leave open flag
2273	ORA-02845     Invalid value for the timing wanted flag
2274	ORA-02846     Unkillable server
2275	ORA-02847     Server did not terminate when posted
2276	ORA-02848     Asynchronous I/O package is not running
2277	ORA-02849     Read failed because of an error
2278	ORA-02850     File is closed
2279	ORA-02851     Request list is empty when it should not be
2280	ORA-02852     Invalid critical-section time out value
2281	ORA-02853     Invalid server list latch time out value
2282	ORA-02854     Invalid number of request buffers
2283	ORA-02855     Number of requests is less than the number of slaves
2284	ORA-02875     smpini     Unable to get shared memory for PGA
2285	ORA-02876     smpini     Unable to attach to shared memory for PGA
2286	ORA-02877     smpini     Unable to initialize memory protection
2287	ORA-02878     sou2o     Variable smpdidini overwritten
2288	ORA-02879     sou2o     Could not gain access to protected memory
2289	ORA-02880     smpini     Could not register PGA for protection
2290	ORA-02881     sou2o     Could not revoke access to protected memory
2291	ORA-02882     sou2o     Could not register SGA for protection
2292	ORA-02899     smscre     Cannot create SGA with Extended Shared Memory feature
2293	ORA-03001     unimplemented feature
2294	ORA-03002     operator not implemented
2295	ORA-03007     obsolete feature
2296	ORA-03008     parameter COMPATIBLE >= needed for
2297	ORA-03100     communication area cannot be allocated; insufficient memory
2298	ORA-03105     internal protocol error
2299	ORA-03106     fatal two-task communication protocol error
2300	ORA-03107     oranet buffer underflow
2301	ORA-03108     oranet     ORACLE does not support this interface version
2302	ORA-03109     oranet buffer overflow
2303	ORA-08277     Cannot set environment variable
2304	ORA-08278     Cannot get CPU statistics
2305	ORA-08308     sllfop     Cannot open file
2306	ORA-08309     sllfop     Cannot fstat file
2307	ORA-08310     sllfop     Bad value for recsize
2308	ORA-08311     sllfop     bad value for maxrecsize
2309	ORA-08312     sllfop     unrecognized processing option
2310	ORA-08313     sllfop     could not allocate buffers
2311	ORA-08314     sllfcf     Error closing file
2312	ORA-08315     sllfrb     Error reading file
2313	ORA-08316     sllfsk     Error seeking in file.
2314	ORA-08317     sllfsk     Error seeking in file.
2315	ORA-08318     sllfsk     Error reading file
2316	ORA-08319     sllfsk     Error reading file
2317	ORA-08320     scnget     Call to scnget before scnset or scnfnd.
2318	ORA-08321     scnmin     NOT IMPLEMENTED YET
2319	ORA-08322     scnmin     open/convert of bias lock failed
2320	ORA-08323     scnmin     close of bias lock failed
2321	ORA-08330     Printing not supported
2322	ORA-08331     Wait operation timed out
2323	ORA-08332     rollback segment # specified not available
2324	ORA-08340     This command not allowed on nCUBE, only one thread is ever used.
2325	ORA-08341     On nCUBE, this command can only be executed from instance 1.
2326	ORA-08342     sropen     failed to open a redo server connection
2327	ORA-08343     srclose     failed to close a redo server connection
2328	ORA-08344     srapp     failed to send redo data to the redo server
2329	ORA-08401     invalid compiler name    
2330	ORA-08412     error encountered in WMSGBSIZ, size for WMSGBLK is not big enough for warning message
2331	ORA-08413     invalid compiler type in FORMAT parameter at
2332	ORA-08414     error encountered in
2333	ORA-08429     raw data has invalid digit in display type data
2334	ORA-08430     raw data missing leading sign
2335	ORA-08431     raw data missing zero as defined in picture
2336	ORA-08432     raw data has invalid floating point data
2337	ORA-08433     invalid picture type in convert raw to number
2338	ORA-08434     raw data has invalid trailing sign
2339	ORA-08435     PICTURE MASK missing the leading sign when SIGN IS LEADING specified
2340	ORA-08436     raw data has invalid sign digit
2341	ORA-08437     invalid picture type in picture mask
2342	ORA-08440     raw buffer is too short to hold converted data
2343	ORA-08441     closed parenthesis missing in picture mask
2344	ORA-08443     syntax error in BLANK WHEN ZERO clause in mask options
2345	ORA-08444     syntax error in JUSTIFIED clause in mask options
2346	ORA-08445     syntax error in SIGN clause in mask options
2347	ORA-08446     syntax error in SYNCHRONIZED clause in mask options
2348	ORA-08447     syntax error in USAGE clause in mask options
2349	ORA-08448     syntax error in DECIMAL-POINT environment clause
2350	ORA-08449     invalid numeric symbol found in picture mask
2351	ORA-08450     invalid specification of CR in picture mask
2352	ORA-08451     invalid specification of DB in picture mask
2353	ORA-08452     specification of E in picture mask is unsupported
2354	ORA-08453     more than one V symbol specified in picture mask
2355	ORA-08454     more than one S symbol specified in picture mask
2356	ORA-08455     syntax error in CURRENCY SIGN environment clause
2357	ORA-08456     no sign in picture mask but SIGN clause in mask options
2358	ORA-08457     syntax error in SEPARATE CHARACTER option of SIGN clause
2359	ORA-08458     invalid format parameter
2360	ORA-08459     invalid format parameter length
2361	ORA-08460     invalid environment clause in environment parameter
2362	ORA-08462     raw buffer contains invalid decimal data
2363	ORA-08463     overflow converting decimal number to Oracle number
2364	ORA-08464     input raw decimal data contains more than 42 digits
2365	ORA-08465     input mask contains more than 32 characters
2366	ORA-08466     raw buffer length is too short for
2367	ORA-08467     error converting Oracle number to
2368	ORA-08468     mask option is not supported
2369	ORA-08498     Warning     picture mask '' overrides picture mask option 'USAGE IS ' to 'USAGE IS DISPLAY'
2370	ORA-08499     Warning     picture mask options '' ignored by UTL_PG
2371	ORA-09200     sfccf     error creating file
2372	ORA-09201     sfcopy     error copying file
2373	ORA-09202     sfifi     error identifying file
2374	ORA-09203     sfofi     error opening file
2375	ORA-09204     sfotf     error opening temporary file
2376	ORA-09205     sfqio     error reading or writing to disk
2377	ORA-09206     sfrfb     error reading from file
2378	ORA-09207     sfsrd     error reading from file
2379	ORA-09208     sftcls     error closing file
2380	ORA-09209     sftget     error reading from file
2381	ORA-09210     sftopn     error opening file
2382	ORA-09211     sfwfb     error writing to file
2383	ORA-09212     sfwfbmt     error writing to file
2384	ORA-09213     slgfn     error fabricating file name
2385	ORA-09214     sfdone     I/O error detected
2386	ORA-09215     sfqio     error detected in IOCompletionRoutine
2387	ORA-09216     sdnfy     bad value '' for parameter
2388	ORA-09217     sfsfs     failed to resize file
2389	ORA-09218     sfrfs     failed to refresh file size
2390	ORA-09240     smpalo     error allocating PGA memory
2391	ORA-09241     smsalo     error allocating SGA memory
2392	ORA-09242     smscre     error creating SGA
2393	ORA-09243     smsget     error attaching to SGA
2394	ORA-09244     smprset     error setting memory protections
2395	ORA-09245     smcstk     error switching stacks
2396	ORA-09246     sfsmap     unable to map SGA
2397	ORA-09247     smsdes     error destroying the SGA
2398	ORA-09260     sigpidu     error obtaining process id
2399	ORA-09261     spdcr     error creating detached (background) process
2400	ORA-09262     spdde     error terminating detached (background) process
2401	ORA-09263     spini     error initializing process
2402	ORA-09264     sptpa     error flagging process
2403	ORA-09265     spwat     error temporarily suspending process
2404	ORA-09266     spawn     error starting an Oracle process
2405	ORA-09270     szalloc     error allocating memory for security
2406	ORA-09271     szlon     error verifying user name
2407	ORA-09272     remote os logon is not allowed
2408	ORA-09273     szrfc     error verifying role name
2409	ORA-09274     szrfc     insufficient role name buffer space
2410	ORA-09275     CONNECT INTERNAL is not a valid DBA connection
2411	ORA-09276     All bequeath database links must be loopback database links
2412	ORA-09280     sllfcf     error closing file
2413	ORA-09281     sllfop     error opening file
2414	ORA-09282     sllfrb     error reading records
2415	ORA-09283     sllfsk     error skipping records
2416	ORA-09284     sllfop     cannot allocate read buffer
2417	ORA-09285     sllfop     unrecognizable processing option, incorrect format
2418	ORA-09290     sksaalo     error allocating memory for archival
2419	ORA-09291     sksachk     invalid device specified for archive destination
2420	ORA-09292     sksabln     unable to build archive file name
2421	ORA-09293     sksasmo     unable to send message to console
2422	ORA-09300     osncon     unable to connect, DPMI not available
2423	ORA-09301     osncon     local kernel only supported in standard mode
2424	ORA-09310     sclgt     error freeing latch
2425	ORA-09311     slsleep     error temporarily suspending process
2426	ORA-09312     slspool     error spooling file to printer
2427	ORA-09313     slsprom     error prompting user
2428	ORA-09314     sltln     error translating logical name
2429	ORA-09315     sql2tt     two-task error translating ORACLE_EXECUTABLE
2430	ORA-09316     szrpc     unable to verify password for role
2431	ORA-09317     szprv     insufficient privileges
2432	ORA-09318     slkhst     unable to host out to operating system
2433	ORA-09319     slgtd     unable to obtain the current date and time
2434	ORA-09320     szrfc     unable to obtain the list of valid OS roles
2435	ORA-09321     slzdtb     unable to convert zoned decimal to binary
2436	ORA-09322     slpdtb     unable to convert packed decimal to binary
2437	ORA-09330     Session terminated internally by Oracle or by an Oracle DBA
2438	ORA-09340     Specified ORACLE_SID is either invalid or too long
